id,name,email,course,grade,gpa,enrollment_date,department,year
220,Rolf Kshlerin,rolfkshlerin@university.edu,Mathematics,C-,2.970000000000000195399252334027551114559173583984375,2025-07-08,Business,1
221,Roderick Toy,rodericktoy@university.edu,History,C+,1.5300000000000000266453525910037569701671600341796875,2026-07-09,Engineering,2
222,Flo McLaughlin DDS,flomclaughlindds@university.edu,English,B-,0.270000000000000017763568394002504646778106689453125,2025-12-19,Business,1
223,Shanda Hamill,shandahamill@university.edu,History,A,2.0099999999999997868371792719699442386627197265625,2024-07-16,Medicine,3
224,Jeremiah Hane,jeremiahhane@university.edu,Mathematics,C+,3.410000000000000142108547152020037174224853515625,2024-08-20,Science,3
225,Roselia Durgan,roseliadurgan@university.edu,Economics,C-,3.839999999999999857891452847979962825775146484375,2025-11-07,Engineering,2
226,Annamae West,annamaewest@university.edu,Physics,B,0.79000000000000003552713678800500929355621337890625,2025-05-22,Business,4
227,Ismael Kshlerin,ismaelkshlerin@university.edu,History,A-,2.7599999999999997868371792719699442386627197265625,2023-07-04,Arts,4
228,Miss Jonas Nienow,missjonasnienow@university.edu,English,C+,2.109999999999999875655021241982467472553253173828125,2025-09-03,Arts,2
229,Gloria Feest,gloriafeest@university.edu,Economics,D,1.5900000000000000799360577730112709105014801025390625,2024-01-25,Engineering,2
230,Breanne Harris,breanneharris@university.edu,History,C,1.1599999999999999200639422269887290894985198974609375,2023-03-05,Business,1
231,Carin Reichert,carinreichert@university.edu,Chemistry,C-,3.04000000000000003552713678800500929355621337890625,2023-09-01,Engineering,3
232,Raeann Mann,raeannmann@university.edu,English,C,1.850000000000000088817841970012523233890533447265625,2023-10-11,Business,3
233,Nola Lubowitz III,nolalubowitziii@university.edu,Economics,C+,2.609999999999999875655021241982467472553253173828125,2026-07-07,Law,1
234,Cruz Hettinger,cruzhettinger@university.edu,Chemistry,A-,2.520000000000000017763568394002504646778106689453125,2024-01-19,Science,4
235,Hershel Farrell PhD,hershelfarrellphd@university.edu,Chemistry,A,0.66000000000000003108624468950438313186168670654296875,2024-06-19,Business,1
236,Lissette Wuckert,lissettewuckert@university.edu,Biology,A+,0.95999999999999996447286321199499070644378662109375,2025-06-19,Engineering,1
237,Bess Koss,besskoss@university.edu,Physics,D,0.520000000000000017763568394002504646778106689453125,2024-12-12,Business,1
238,Hui Swaniawski MD,huiswaniawskimd@university.edu,Biology,C-,0.5500000000000000444089209850062616169452667236328125,2024-07-04,Engineering,2
239,Nestor Ortiz,nestorortiz@university.edu,Chemistry,B-,3.95000000000000017763568394002504646778106689453125,2024-01-29,Science,1
240,Rhea Hegmann,rheahegmann@university.edu,Economics,D,2.979999999999999982236431605997495353221893310546875,2026-09-14,Science,1
241,Bernie Hickle,berniehickle@university.edu,Chemistry,C+,2.6699999999999999289457264239899814128875732421875,2023-05-20,Science,2
242,Clorinda Hill,clorindahill@university.edu,Economics,C-,2.1699999999999999289457264239899814128875732421875,2024-09-07,Law,2
243,Concepcion Smith,concepcionsmith@university.edu,CS,B+,0.070000000000000006661338147750939242541790008544921875,2023-09-10,Arts,2
244,Dirk Hegmann,dirkhegmann@university.edu,Physics,D,3.399999999999999911182158029987476766109466552734375,2025-10-10,Medicine,2
245,Becki Vandervort,beckivandervort@university.edu,Biology,D,2.020000000000000017763568394002504646778106689453125,2025-04-30,Law,2
246,Frankie Haag,frankiehaag@university.edu,English,B,2.37999999999999989341858963598497211933135986328125,2026-05-01,Science,2
247,Louanne Williamson,louannewilliamson@university.edu,Biology,B,0.90000000000000002220446049250313080847263336181640625,2022-11-22,Law,3
248,Shanti Konopelski,shantikonopelski@university.edu,History,B+,1.689999999999999946709294817992486059665679931640625,2025-03-03,Science,3
249,Jonathan Armstrong,jonathanarmstrong@university.edu,History,C+,1.350000000000000088817841970012523233890533447265625,2025-03-05,Arts,1
250,Cristopher Lowe,cristopherlowe@university.edu,History,F,2.939999999999999946709294817992486059665679931640625,2025-08-01,Law,3
251,Freddie Bogisich,freddiebogisich@university.edu,CS,B-,1.45999999999999996447286321199499070644378662109375,2025-07-05,Law,1
252,Chas Bode,chasbode@university.edu,History,A+,1.70999999999999996447286321199499070644378662109375,2023-10-23,Law,2
253,Rona Hintz DDS,ronahintzdds@university.edu,Economics,B,0.450000000000000011102230246251565404236316680908203125,2023-05-03,Science,2
254,Miss Nick Ernser,missnickernser@university.edu,History,D,0.82999999999999996003197111349436454474925994873046875,2026-01-06,Arts,2
255,Veronique Wolff,veroniquewolff@university.edu,Mathematics,B,0.409999999999999975575093458246556110680103302001953125,2023-05-17,Engineering,4
256,Miss Amee Mertz,missameemertz@university.edu,Biology,A-,3.350000000000000088817841970012523233890533447265625,2023-08-08,Engineering,2
257,Mr. Gaston Schaefer,mr.gastonschaefer@university.edu,History,D,3.609999999999999875655021241982467472553253173828125,2024-02-22,Business,2
258,Jan Murazik,janmurazik@university.edu,Chemistry,C,2.020000000000000017763568394002504646778106689453125,2026-06-10,Law,2
259,Shayne Dibbert,shaynedibbert@university.edu,Mathematics,F,3.660000000000000142108547152020037174224853515625,2023-10-16,Law,4
260,Jacquelin Hirthe Sr.,jacquelinhirthesr.@university.edu,CS,C-,3.359999999999999875655021241982467472553253173828125,2025-01-18,Medicine,1
261,Keva Boyle,kevaboyle@university.edu,Physics,A+,2.850000000000000088817841970012523233890533447265625,2025-07-12,Medicine,3
262,Erik Schmidt,erikschmidt@university.edu,Physics,A+,0.75,2025-08-20,Science,4
263,Rafael Sporer,rafaelsporer@university.edu,Economics,A-,2.2599999999999997868371792719699442386627197265625,2025-05-06,Science,4
264,Edward Lubowitz,edwardlubowitz@university.edu,Mathematics,B,0.54000000000000003552713678800500929355621337890625,2025-04-29,Arts,3
265,Tyron Sanford,tyronsanford@university.edu,Biology,A-,1.1599999999999999200639422269887290894985198974609375,2024-12-23,Business,4
266,Dario Klein,darioklein@university.edu,CS,B-,3.350000000000000088817841970012523233890533447265625,2024-10-17,Law,1
267,Shawana O'Connell,shawanaoconnell@university.edu,Chemistry,A-,1.899999999999999911182158029987476766109466552734375,2025-11-19,Law,1
268,Troy Quitzon Jr.,troyquitzonjr.@university.edu,CS,D,3.589999999999999857891452847979962825775146484375,2023-09-30,Law,1
269,James Jones Sr.,jamesjonessr.@university.edu,Chemistry,B+,0.5500000000000000444089209850062616169452667236328125,2024-06-08,Science,4
270,Sean Metz,seanmetz@university.edu,Mathematics,A+,0.56999999999999995115018691649311222136020660400390625,2023-09-01,Medicine,2
271,Teodoro Kreiger,teodorokreiger@university.edu,Physics,F,2.9900000000000002131628207280300557613372802734375,2026-04-02,Arts,3
272,Mr. Rema Larkin,mr.remalarkin@university.edu,English,F,3.859999999999999875655021241982467472553253173828125,2026-07-22,Medicine,3
273,Lucio Hintz DDS,luciohintzdds@university.edu,Chemistry,A,1.45999999999999996447286321199499070644378662109375,2024-04-10,Engineering,3
274,Sharri Adams,sharriadams@university.edu,English,C,2.75,2023-02-03,Law,4
275,Jeannette Gaylord,jeannettegaylord@university.edu,Economics,C-,1.0700000000000000621724893790087662637233734130859375,2025-06-12,Law,3
276,Reed Metz I,reedmetzi@university.edu,Physics,B,0.36999999999999999555910790149937383830547332763671875,2022-11-23,Arts,4
277,Silas Zulauf,silaszulauf@university.edu,Physics,B+,0.2099999999999999922284388276239042170345783233642578125,2025-01-12,Law,3
278,Diedra Morar,diedramorar@university.edu,English,C-,1.7800000000000000266453525910037569701671600341796875,2024-01-30,Science,2
279,Mr. German Nader,mr.germannader@university.edu,Biology,F,1.350000000000000088817841970012523233890533447265625,2024-08-01,Business,4
280,Ilana Reilly Sr.,ilanareillysr.@university.edu,History,C+,0.289999999999999980015985556747182272374629974365234375,2024-07-24,Law,4
281,Roscoe Johnston,roscoejohnston@university.edu,Chemistry,A-,2.399999999999999911182158029987476766109466552734375,2026-08-08,Medicine,4
282,Estell Jast,estelljast@university.edu,English,C+,3.529999999999999804600747665972448885440826416015625,2022-10-17,Medicine,3
283,So Zulauf,sozulauf@university.edu,CS,F,3.5,2024-11-21,Science,2
284,Carroll Klein DVM,carrollkleindvm@university.edu,Physics,C,2.0099999999999997868371792719699442386627197265625,2024-02-10,Medicine,2
285,Angeline Lockman,angelinelockman@university.edu,Chemistry,B-,3.430000000000000159872115546022541821002960205078125,2026-03-27,Business,4
286,Brooke Emmerich,brookeemmerich@university.edu,Physics,A-,2.180000000000000159872115546022541821002960205078125,2023-10-03,Medicine,3
287,Elna Hermiston,elnahermiston@university.edu,Biology,B,0.729999999999999982236431605997495353221893310546875,2025-08-10,Law,1
288,Dr. Pamelia Schamberger,dr.pameliaschamberger@university.edu,Biology,B,2.589999999999999857891452847979962825775146484375,2026-04-27,Science,2
289,Leola Beatty,leolabeatty@university.edu,History,B+,1.0500000000000000444089209850062616169452667236328125,2022-12-17,Law,4
290,Chara Mante,charamante@university.edu,Chemistry,A,1.7199999999999999733546474089962430298328399658203125,2024-02-26,Arts,4
291,Benton Bode,bentonbode@university.edu,Mathematics,A+,3.520000000000000017763568394002504646778106689453125,2026-08-12,Law,2
292,Roseanna Kshlerin,roseannakshlerin@university.edu,Economics,C+,0.1700000000000000122124532708767219446599483489990234375,2025-03-29,Engineering,2
293,Coretta Hermann,corettahermann@university.edu,History,B+,1.229999999999999982236431605997495353221893310546875,2023-07-19,Business,4
294,Paul Doyle,pauldoyle@university.edu,Mathematics,A-,2.25,2024-10-18,Arts,4
295,Jannet Carter II,jannetcarterii@university.edu,Mathematics,C-,2.220000000000000195399252334027551114559173583984375,2022-11-23,Arts,1
296,Linh Gutmann,linhgutmann@university.edu,Economics,A+,3.4900000000000002131628207280300557613372802734375,2023-05-21,Arts,2
297,Cherrie Spinka,cherriespinka@university.edu,English,C-,1.4899999999999999911182158029987476766109466552734375,2023-07-10,Medicine,4
298,Ken Mraz,kenmraz@university.edu,Biology,F,2.529999999999999804600747665972448885440826416015625,2026-04-08,Law,4
299,Stacy Mann,stacymann@university.edu,CS,C-,2.899999999999999911182158029987476766109466552734375,2026-03-19,Science,3
300,Alvaro Quigley,alvaroquigley@university.edu,Physics,B+,1.5800000000000000710542735760100185871124267578125,2026-04-10,Arts,3
301,Eustolia Conroy,eustoliaconroy@university.edu,Economics,A-,3.470000000000000195399252334027551114559173583984375,2024-05-14,Engineering,3
302,Fran Mohr,franmohr@university.edu,Chemistry,D,3.069999999999999840127884453977458178997039794921875,2023-11-06,Science,4
303,Miss Cary Olson,misscaryolson@university.edu,Biology,A,2.87999999999999989341858963598497211933135986328125,2024-03-05,Engineering,1
304,Tad Reinger V,tadreingerv@university.edu,Chemistry,B-,0.92000000000000003996802888650563545525074005126953125,2024-12-25,Arts,2
305,Miss Arnold Gaylord,missarnoldgaylord@university.edu,Economics,C,0.63000000000000000444089209850062616169452667236328125,2025-08-21,Engineering,4
306,Ms. Warner Zemlak,ms.warnerzemlak@university.edu,English,C,3.62000000000000010658141036401502788066864013671875,2023-02-06,Science,4
307,Rickie Tillman,rickietillman@university.edu,Biology,C-,3.87000000000000010658141036401502788066864013671875,2026-04-06,Engineering,3
308,Shane Schaefer,shaneschaefer@university.edu,English,C+,3.439999999999999946709294817992486059665679931640625,2026-06-28,Law,3
309,Reita Johnston,reitajohnston@university.edu,History,B+,0.7600000000000000088817841970012523233890533447265625,2023-05-14,Law,2
310,Aleen Stracke,aleenstracke@university.edu,Biology,A,3.100000000000000088817841970012523233890533447265625,2024-11-14,Law,4
311,Romeo Balistreri,romeobalistreri@university.edu,Biology,C-,0.0299999999999999988897769753748434595763683319091796875,2026-04-26,Medicine,1
312,Eldon Paucek II,eldonpaucekii@university.edu,Physics,B-,0.0899999999999999966693309261245303787291049957275390625,2025-04-10,Medicine,2
313,Miss Randell Bernier,missrandellbernier@university.edu,English,A,2.7400000000000002131628207280300557613372802734375,2024-09-27,Medicine,1
314,Andria Friesen,andriafriesen@university.edu,Biology,B+,3.970000000000000195399252334027551114559173583984375,2024-09-25,Arts,4
315,Isaiah Stroman,isaiahstroman@university.edu,Biology,B-,2.3300000000000000710542735760100185871124267578125,2024-10-30,Arts,1
316,Jessenia Wisozk DDS,jesseniawisozkdds@university.edu,English,B+,0.89000000000000001332267629550187848508358001708984375,2026-09-03,Business,4
317,Keneth Marquardt,kenethmarquardt@university.edu,Mathematics,B+,2.310000000000000053290705182007513940334320068359375,2022-11-25,Business,1
318,Burton Steuber,burtonsteuber@university.edu,Economics,A+,3.109999999999999875655021241982467472553253173828125,2025-08-17,Arts,2
319,Diana Gutkowski Sr.,dianagutkowskisr.@university.edu,Chemistry,C,2.020000000000000017763568394002504646778106689453125,2024-03-21,Law,4
320,Mrs. Rocky Nikolaus,mrs.rockynikolaus@university.edu,Biology,C-,1.12000000000000010658141036401502788066864013671875,2026-01-29,Science,1
321,Normand VonRueden,normandvonrueden@university.edu,History,F,2.149999999999999911182158029987476766109466552734375,2026-05-18,Engineering,4
322,Duncan Kemmer IV,duncankemmeriv@university.edu,English,F,2.319999999999999840127884453977458178997039794921875,2024-07-25,Engineering,2
323,Ryan Gleason,ryangleason@university.edu,Chemistry,B,0.75,2026-05-31,Business,2
324,Ema Johnson,emajohnson@university.edu,Biology,A+,0.9899999999999999911182158029987476766109466552734375,2026-06-02,Law,2
325,Patsy Jacobson V,patsyjacobsonv@university.edu,Economics,B,1.1799999999999999378275106209912337362766265869140625,2023-07-27,Law,4
326,Shelby McCullough,shelbymccullough@university.edu,English,A-,1.62000000000000010658141036401502788066864013671875,2022-12-05,Arts,4
327,Stephen Mueller III,stephenmuelleriii@university.edu,English,A+,1.020000000000000017763568394002504646778106689453125,2023-02-26,Medicine,3
328,Shenika Hand,shenikahand@university.edu,History,B,3.410000000000000142108547152020037174224853515625,2024-12-31,Arts,4
329,Cordell Champlin,cordellchamplin@university.edu,CS,B+,1.0900000000000000799360577730112709105014801025390625,2023-01-27,Arts,4
330,Marisela Greenholt,mariselagreenholt@university.edu,Mathematics,F,0.36999999999999999555910790149937383830547332763671875,2024-08-12,Business,1
331,Darron Walker,darronwalker@university.edu,History,F,2.410000000000000142108547152020037174224853515625,2025-03-16,Medicine,3
332,Caleb Erdman,caleberdman@university.edu,Biology,A-,3.189999999999999946709294817992486059665679931640625,2022-12-17,Science,2
333,Dr. Allan Christiansen,dr.allanchristiansen@university.edu,Chemistry,A+,0.75,2026-09-05,Business,2
334,Joana Haag,joanahaag@university.edu,Biology,B-,2.79999999999999982236431605997495353221893310546875,2025-05-02,Science,2
335,Carolin Farrell,carolinfarrell@university.edu,Chemistry,A+,0.01000000000000000020816681711721685132943093776702880859375,2024-01-02,Engineering,3
336,Noe Carroll,noecarroll@university.edu,English,B-,1,2024-02-20,Arts,4
337,Ms. Orval Weber,ms.orvalweber@university.edu,CS,B,1.479999999999999982236431605997495353221893310546875,2026-05-24,Law,3
338,Kandy Hegmann,kandyhegmann@university.edu,English,F,0.320000000000000006661338147750939242541790008544921875,2023-10-01,Law,2
339,Blaine Kub,blainekub@university.edu,Mathematics,A+,1.5900000000000000799360577730112709105014801025390625,2024-08-11,Law,4
340,Grayce Buckridge,graycebuckridge@university.edu,CS,C-,0.2600000000000000088817841970012523233890533447265625,2022-09-22,Business,3
341,Efren Ernser,efrenernser@university.edu,Chemistry,A+,2.839999999999999857891452847979962825775146484375,2024-06-09,Business,4
342,Sheldon McCullough,sheldonmccullough@university.edu,Biology,C+,0.299999999999999988897769753748434595763683319091796875,2023-11-21,Engineering,1
343,Lester Hamill,lesterhamill@university.edu,Mathematics,B,0.040000000000000000832667268468867405317723751068115234375,2025-03-20,Medicine,2
